Mnemonic,Type,Packet,bit_byte
PWTBATT1LCTDUF,D1,APID0055,/0302:2
PWTBATT1LCT,S16,APID0055,/0310
PWTBATT2UCTDUF,D1,APID0055,/0302:3
PWTBATT2UCT,S16,APID0055,/0312
PWTBATT2CTDUF,D1,APID0055,/0302:4
PWTBATT2CT,S16,APID0055,/0314
PWTBATT2LCTDUF,D1,APID0055,/0302:5
PWTBATT2LCT,S16,APID0055,/0316
PWP1ABATIDUF,D1,APID0055,/0302:6
PWP1ABATI,S16,APID0055,/0318
PWP2ABATIDUF,D1,APID0055,/0302:7
PWP2ABATI,S16,APID0055,/0320
PWP1BBATIDUF,D1,APID0055,/0303:0
PWP1BBATI,S16,APID0055,/0322
PWP2BBATIDUF,D1,APID0055,/0303:1
PWP2BBATI,S16,APID0055,/0324
P1ABATV1,U12,APID0001,/0130:4-15
P1ABATV1,U12,APID0055,/0067:4-15
P1ABATI1,U12,APID0001,/0132:4-15
P1ABATI1,U12,APID0055,/0069:4-15
P1ABATI1,U12,APID0088,/0118:4-15
P1AESBV1,U12,APID0055,/0071:4-15
P1ASEG02PW1,D1,APID0055,/0073:0
P1ASEG04PW1,D1,APID0055,/0073:1
P1ASEG12PW1,D1,APID0055,/0073:2
P1ASEG06PW1,D1,APID0055,/0073:3
P1ASEG07PW1,D1,APID0055,/0073:4
P1ASEG10PW1,D1,APID0055,/0073:5
P1ASEG11PW1,D1,APID0055,/0073:6
P1ASEG14PW1,D1,APID0055,/0073:7
P1ASEG01PW1,D1,APID0055,/0074:0
P1ASEG03PW1,D1,APID0055,/0074:1
P1ASEG08PW1,D1,APID0055,/0074:2
P1ASEG05PW1,D1,APID0055,/0074:3
P1ASEG09PW1,D1,APID0055,/0074:4
P1ASEG13PW1,D1,APID0055,/0074:5
P1ASEG15PW1,D1,APID0055,/0074:6
P1BBATV1,U12,APID0055,/0128:4-15
P1BBATI1,U12,APID0001,/0134:4-15
P1BBATI1,U12,APID0055,/0130:4-15
P1BESBV1,U12,APID0055,/0132:4-15
P1BSEG02PW1,D1,APID0055,/0134:0
P1BSEG04PW1,D1,APID0055,/0134:1
P1BSEG12PW1,D1,APID0055,/0134:2
P1BSEG06PW1,D1,APID0055,/0134:3
P1BSEG07PW1,D1,APID0055,/0134:4
P1BSEG10PW1,D1,APID0055,/0134:5
P1BSEG11PW1,D1,APID0055,/0134:6
P1BSEG14PW1,D1,APID0055,/0134:7
P1BSEG01PW1,D1,APID0055,/0135:0
P1BSEG03PW1,D1,APID0055,/0135:1
P1BSEG08PW1,D1,APID0055,/0135:2
P1BSEG05PW1,D1,APID0055,/0135:3
P1BSEG09PW1,D1,APID0055,/0135:4
P1BSEG13PW1,D1,APID0055,/0135:5
P1BSEG15PW1,D1,APID0055,/0135:6
P2ABATV1,U12,APID0055,/0339:4-15
P2ABATI1,U12,APID0001,/0136:4-15
P2ABATI1,U12,APID0055,/0341:4-15
P2ABATI1,U12,APID0088,/0120:4-15
P2AESBV1,U12,APID0055,/0343:4-15
P2BBATV1,U12,APID0055,/0345:4-15
P2BBATI1,U12,APID0001,/0138:4-15
P2BBATI1,U12,APID0055,/0347:4-15
P2BESBV1,U12,APID0055,/0349:4-15
P1ABCC,D1,APID0002,/0248:4
P1ABCC,D1,APID0003,/0072:7
P1ABCCST,D1,APID0002,/0248:5
P1ABCCST,D1,APID0003,/0072:1
P1ABCCBATVHI,U12,APID0055,/0175:4-15
P1ABCCBATVLO,U12,APID0055,/0220:4-15
P1ALVPSPW,D1,APID0003,/0069:0
P1AOCST,D1,APID0003,/0072:3
P1AACPT,U16,APID0055,/0016
P1ARJCT,U16,APID0055,/0018
P1ALRC,U16,APID0055,/0020
P1ALAC,U16,APID0055,/0022
P1ATIME,U16,APID0055,/0024
P1AWDOG1553,U12,APID0055,/0014
P1AGPSBDELAY,D1,APID0055,/0040:1
P1A1553CONST,U16,APID0055,/0026
P1A1553COMM,D1,APID0055,/0030:5
P1AMAJORREV,U8,APID0055,/0028
P1AMINORREV,U8,APID0055,/0029
P1AGPSB1IN,D1,APID0055,/0031:4
P1AGPSB2IN,D1,APID0055,/0031:5
P1AGPSB3IN,D1,APID0055,/0031:6
P1AGPSB4IN,D1,APID0055,/0031:7
P1AGPSB5IN,D1,APID0055,/0032:0
P1ASEPDETOUT,D1,APID0012,/0053:7
P1ASEPDETOUT,D1,APID0055,/0030:0
P1ASEPDETOUT,D1,APID0089,/0218:5
P1ASEP2,D1,APID0012,/0054:0
P1ASEP2,D1,APID0055,/0030:1
P1ASEP2,D1,APID0089,/0218:6
P1ASEP1,D1,APID0012,/0054:1
P1ASEP1,D1,APID0055,/0030:2
P1ASEP1,D1,APID0089,/0218:7
P1A1553BCC,D1,APID0055,/0030:3
P1A1553BCCST,D1,APID0055,/0030:4
P1ACMDBCCST,D2,APID0055,/0030:3-4
P1ASAST,U12,APID0055,/0041:4-15
P1ASAW1I,U12,APID0001,/0140:4-15
P1ASAW1I,U12,APID0055,/0043:4-15
P1ASAW1I,U12,APID0088,/0122:4-15
P1ASAW2I,U12,APID0001,/0142:4-15
P1ASAW2I,U12,APID0055,/0045:4-15
P1ASAW2I,U12,APID0088,/0124:4-15
P1ALVPST,U12,APID0055,/0047:4-15
P1ALVPSI,U12,APID0055,/0049:4-15
P1APGNDV,U12,APID0055,/0051:4-15
P1AP2D5V,U12,APID0055,/0053:4-15
P1AP3D3V,U8,APID0003,/0036
P1AP5V,U8,APID0003,/0035
P1AP1D5V,U12,APID0055,/0055:4-15
P1AG1T,U12,APID0055,/0057:4-15
P1AG2T,U12,APID0055,/0059:4-15
P1AG4T,U12,APID0055,/0063:4-15
P1AG5T,U12,APID0055,/0065:4-15
P1BBCC,D1,APID0002,/0248:6
P1BBCC,D1,APID0003,/0072:6
P1BBCCST,D1,APID0002,/0248:7
P1BBCCST,D1,APID0003,/0073:2
P1BBCCBATVHI,U12,APID0055,/0256:4-15
P1BBCCBATVLO,U12,APID0055,/0326:4-15
P1BLVPSPW,D1,APID0003,/0069:2
P1BOCST,D1,APID0003,/0074:1
P1BACPT,U16,APID0055,/0077
P1BRJCT,U16,APID0055,/0079
P1BLRC,U16,APID0055,/0081
P1BLAC,U16,APID0055,/0083
P1BTIME,U16,APID0055,/0085
P1BWDOG1553,U12,APID0055,/0075:4-15
P1BGPSBDELAY,D1,APID0055,/0101:1
P1B1553CONST,U16,APID0055,/0087
P1B1553COMM,D1,APID0055,/0091:5
P1BMAJORREV,U8,APID0055,/0089
P1BMINORREV,U8,APID0055,/0090
P1BGPSB1IN,D1,APID0055,/0092:4
P1BGPSB2IN,D1,APID0055,/0092:5
P1BGPSB3IN,D1,APID0055,/0092:6
P1BGPSB4IN,D1,APID0055,/0092:7
P1BGPSB5IN,D1,APID0055,/0093:0
P1BSEPDETOUT,D1,APID0012,/0054:2
P1BSEPDETOUT,D1,APID0055,/0091:0
P1BSEPDETOUT,D1,APID0089,/0219:0
P1BSEP2,D1,APID0012,/0054:3
P1BSEP2,D1,APID0055,/0091:1
P1BSEP2,D1,APID0089,/0219:1
P1BSEP1,D1,APID0012,/0054:4
P1BSEP1,D1,APID0055,/0091:2
P1BSEP1,D1,APID0089,/0219:2
P1B1553BCC,D1,APID0055,/0091:3
P1B1553BCCST,D1,APID0055,/0091:4
P1BCMDBCCST,D2,APID0055,/0091:3-4
P1BSAST,U12,APID0055,/0102:4-15
P1BSAW1I,U12,APID0055,/0104:4-15
P1BSAW2I,U12,APID0055,/0106:4-15
P1BLVPST,U12,APID0055,/0108:4-15
P1BLVPSI,U12,APID0055,/0110:4-15
P1BPGNDV,U12,APID0055,/0112:4-15
P1BP2D5V,U12,APID0055,/0114:4-15
P1BP3D3V,U8,APID0003,/0045
P1BP5V,U8,APID0003,/0044
P1BP1D5V,U12,APID0055,/0116:4-15
P1BG1T,U12,APID0055,/0118:4-15
P1BG2T,U12,APID0055,/0120:4-15
P1BG4T,U12,APID0055,/0124:4-15
P1BG5T,U12,APID0055,/0126:4-15
P2ALVPSPW,D1,APID0003,/0069:6
P2AOCST,D1,APID0003,/0074:0
P2AACPT,U16,APID0055,/0138
P2ARJCT,U16,APID0055,/0140
P2ALRC,U16,APID0055,/0142
P2ALAC,U16,APID0055,/0144
P2ATIME,U16,APID0055,/0146
P2AWDOG1553,U12,APID0055,/0136:4-15
P2AGPSBDELAY,D1,APID0055,/0154:1
P2A1553CONST,U16,APID0055,/0148
P2A1553COMM,D1,APID0055,/0152:5
P2AMAJORREV,U8,APID0055,/0150
P2AMINORREV,U8,APID0055,/0151
P2AGPSB1IN,D1,APID0055,/0153:4
P2AGPSB2IN,D1,APID0055,/0153:5
P2AGPSB3IN,D1,APID0055,/0153:6
P2AGPSB4IN,D1,APID0055,/0153:7
P2AGPSB5IN,D1,APID0055,/0154:0
P2ASAST,U12,APID0055,/0155:4-15
P2ASAW1I,U12,APID0055,/0157:4-15
P2ASAW2I,U12,APID0055,/0159:4-15
P2ALVPST,U12,APID0055,/0161:4-15
P2ALVPSI,U12,APID0055,/0163:4-15
P2APGNDV,U12,APID0055,/0165:4-15
P2AP2D5V,U12,APID0055,/0167:4-15
P2AP3D3V,U12,APID0003,/0037:4-15
P2AP5V,U12,APID0003,/0169:4-15
P2AP1D5V,U12,APID0055,/0169:4-15
P2AG1T,U12,APID0055,/0171:4-15
P2AG2T,U12,APID0055,/0173:4-15
P2AG4T,U12,APID0055,/0177:4-15
P2AG5T,U12,APID0055,/0179:4-15
P2BLVPSPW,D1,APID0003,/0069:7
P2BOCST,D1,APID0003,/0073:7
P2BACPT,U16,APID0055,/0183
P2BRJCT,U16,APID0055,/0185
P2BLRC,U16,APID0055,/0187
P2BLAC,U16,APID0055,/0189
P2BTIME,U16,APID0055,/0191
P2BWDOG1553,U12,APID0055,/0181:4-15
P2BGPSBDELAY,D1,APID0055,/0199:1
P2B1553CONST,U16,APID0055,/0193
P2B1553COMM,D1,APID0055,/0197:5
P2BMAJORREV,U8,APID0055,/0195
P2BMINORREV,U8,APID0055,/0196
P2BGPSB1IN,D1,APID0055,/0198:4
P2BGPSB2IN,D1,APID0055,/0198:5
P2BGPSB3IN,D1,APID0055,/0198:6
P2BGPSB4IN,D1,APID0055,/0198:7
P2BGPSB5IN,D1,APID0055,/0199:0
P2BSAST,U12,APID0055,/0200:4-15
P2BSAW1I,U12,APID0055,/0202:4-15
P2BSAW2I,U12,APID0055,/0204:4-15
P2BLVPST,U12,APID0055,/0206:4-15
P2BLVPSI,U12,APID0055,/0208:4-15
P2BPGNDV,U12,APID0055,/0210:4-15
P2BP2D5V,U12,APID0055,/0212:4-15
P2BP3D3V,U12,APID0003,/0046:4-15
P2BP5V,U12,APID0003,/0171:4-15
P2BP1D5V,U12,APID0055,/0214:4-15
P2BG1T,U12,APID0055,/0216:4-15
P2BG2T,U12,APID0055,/0218:4-15
P2BG4T,U12,APID0055,/0222:4-15
P2BG5T,U12,APID0055,/0224:4-15
PCDUBUSVUSED,F64,APID0055,/0259
PCDUSWTVUSED,F64,APID0055,/0267
PCDUTHRSHUSED,F64,APID0055,/0275
PCDUASWTVUSED,F64,APID0055,/0283
PCDUAROWUSED,U8,APID0055,/0291
PCDUALGUSED,D2,APID0055,/0301:0-1
PCDUREPORTED,D3,APID0055,/0258:4-6
PCDUROWREPORTED,U8,APID0055,/0292
PCDUSWTCLSD,D1,APID0055,/0258:7
CTU1P34V,U8,APID0003,/0076
CTU2P34V,U8,APID0003,/0082
CTU1P18V,U8,APID0003,/0077
CTU2P18V,U8,APID0003,/0083
CTU1M18VR,U8,APID0003,/0078
CTU2M18VR,U8,APID0003,/0084
CTU1P4V,U8,APID0003,/0079
CTU2P4V,U8,APID0003,/0085
CTU1P3D3V,U8,APID0003,/0080
CTU2P3D3V,U8,APID0003,/0086
PWARMPLUG,D1,APID0003,/0074:2
PWGY1AOCA,D1,APID0007,/0196:6
PWGY1AOCB,D1,APID0007,/0393:6
PWGY1AOCSTA,D1,APID0007,/0194:4
PWGY1AOCSTB,D1,APID0007,/0391:4
PWGY1DOCA,D1,APID0007,/0195:5
PWGY1DOCB,D1,APID0007,/0392:5
PWGY1DOCSTA,D1,APID0007,/0193:3
PWGY1DOCSTB,D1,APID0007,/0390:3
PWGY1IA,U12,APID0007,/0030:4-15
PWGY1IB,U12,APID0007,/0227:4-15
PWGY1INHA,D1,APID0007,/0192:2
PWGY1INHB,D1,APID0007,/0389:2
PWGY1OCLIMA,U12,APID0006,/0026:4-15
PWGY1OCLIMA,U12,APID0089,/0292:4-15
PWGY1OCLIMB,U12,APID0006,/0098:4-15
PWGY1VA,U12,APID0007,/0044:4-15
PWGY1VB,U12,APID0007,/0241:4-15
PWGY2AOCA,D1,APID0007,/0201:7
PWGY2AOCB,D1,APID0007,/0398:7
PWGY2AOCSTA,D1,APID0007,/0199:7
PWGY2AOCSTB,D1,APID0007,/0396:7
PWGY2DOCA,D1,APID0007,/0200:7
PWGY2DOCB,D1,APID0007,/0397:7
PWGY2DOCSTA,D1,APID0007,/0198:7
PWGY2DOCSTB,D1,APID0007,/0395:7
PWGY2IA,U12,APID0007,/0074:4-15
PWGY2IB,U12,APID0007,/0271:4-15
PWGY2INHA,D1,APID0007,/0197:7
PWGY2INHB,D1,APID0007,/0394:7
PWGY2OCLIMA,U12,APID0006,/0042:4-15
PWGY2OCLIMA,U12,APID0089,/0294:4-15
PWGY2OCLIMB,U12,APID0006,/0114:4-15
PWGY2VA,U12,APID0007,/0086:4-15
PWGY2VB,U12,APID0007,/0283:4-15
PWGY3AOCA,D1,APID0007,/0207:3
PWGY3AOCB,D1,APID0007,/0404:3
PWGY3AOCSTA,D1,APID0007,/0205:1
PWGY3AOCSTB,D1,APID0007,/0402:1
PWGY3DOCA,D1,APID0007,/0206:2
PWGY3DOCB,D1,APID0007,/0403:2
PWGY3DOCSTA,D1,APID0007,/0204:0
PWGY3DOCSTB,D1,APID0007,/0401:0
PWGY3IA,U12,APID0007,/0116:4-15
PWGY3IB,U12,APID0007,/0313:4-15
PWGY3INHA,D1,APID0007,/0202:7
PWGY3INHB,D1,APID0007,/0399:7
PWGY3OCLIMA,U12,APID0006,/0060:4-15
PWGY3OCLIMA,U12,APID0089,/0296:4-15
PWGY3OCLIMB,U12,APID0006,/0132:4-15
PWGY3VA,U12,APID0007,/0128:4-15
PWGY3VB,U12,APID0007,/0325:4-15
PWGY4AOCA,D1,APID0007,/0213:4
PWGY4AOCB,D1,APID0007,/0410:4
PWGY4AOCSTA,D1,APID0007,/0211:0
PWGY4AOCSTB,D1,APID0007,/0408:0
PWGY4DOCA,D1,APID0007,/0212:2
PWGY4DOCB,D1,APID0007,/0409:2
PWGY4DOCSTA,D1,APID0007,/0209:6
PWGY4DOCSTB,D1,APID0007,/0406:6
PWGY4IA,U12,APID0007,/0162:4-15
PWGY4IB,U12,APID0007,/0359:4-15
PWGY4INHA,D1,APID0007,/0208:4
PWGY4INHB,D1,APID0007,/0405:4
PWGY4OCLIMA,U12,APID0006,/0080:4-15
PWGY4OCLIMA,U12,APID0089,/0298:4-15
PWGY4OCLIMB,U12,APID0006,/0152:4-15
PWGY4VA,U12,APID0007,/0176:4-15
PWGY4VB,U12,APID0007,/0373:4-15
PWRW1FAOCA,D1,APID0007,/0196:5
PWRW1FAOCB,D1,APID0007,/0393:5
PWRW1FAOCSTA,D1,APID0007,/0194:3
PWRW1FAOCSTB,D1,APID0007,/0391:3
PWRW1FDOCA,D1,APID0007,/0195:4
PWRW1FDOCB,D1,APID0007,/0392:4
PWRW1FDOCSTA,D1,APID0007,/0193:2
PWRW1FDOCSTB,D1,APID0007,/0390:2
PWRW1FIA,U12,APID0002,/0249:4-15
PWRW1FIA,U12,APID0007,/0032:4-15
PWRW1FIA,U12,APID0089,/0185:4-15
PWRW1FIB,U12,APID0007,/0229:4-15
PWRW1FINHA,D1,APID0007,/0192:1
PWRW1FINHB,D1,APID0007,/0389:1
PWRW1FOCLIMA,U12,APID0006,/0028:4-15
PWRW1FOCLIMB,U12,APID0006,/0100:4-15
PWRW2FAOCA,D1,APID0007,/0201:6
PWRW2FAOCB,D1,APID0007,/0398:6
PWRW2FAOCSTA,D1,APID0007,/0199:6
PWRW2FAOCSTB,D1,APID0007,/0396:6
PWRW2FDOCA,D1,APID0007,/0200:6
PWRW2FDOCB,D1,APID0007,/0397:6
PWRW2FDOCSTA,D1,APID0007,/0198:6
PWRW2FDOCSTB,D1,APID0007,/0395:6
PWRW2FIA,U12,APID0002,/0251:4-15
PWRW2FIA,U12,APID0007,/0076:4-15
PWRW2FIA,U12,APID0089,/0187:4-15
PWRW2FIB,U12,APID0007,/0273:4-15
PWRW2FINHA,D1,APID0007,/0197:6
PWRW2FINHB,D1,APID0007,/0394:6
PWRW2FOCLIMA,U12,APID0006,/0044:4-15
PWRW2FOCLIMB,U12,APID0006,/0116:4-15
PWRW3FAOCA,D1,APID0007,/0207:2
PWRW3FAOCB,D1,APID0007,/0404:2
PWRW3FAOCSTA,D1,APID0007,/0205:0
PWRW3FAOCSTB,D1,APID0007,/0402:0
PWRW3FDOCA,D1,APID0007,/0206:1
PWRW3FDOCB,D1,APID0007,/0403:1
PWRW3FDOCSTA,D1,APID0007,/0203:7
PWRW3FDOCSTB,D1,APID0007,/0400:7
PWRW3FIA,U12,APID0002,/0253:4-15
PWRW3FIA,U12,APID0007,/0118:4-15
PWRW3FIA,U12,APID0089,/0189:4-15
PWRW3FIB,U12,APID0007,/0315:4-15
PWRW3FINHA,D1,APID0007,/0202:6
PWRW3FINHB,D1,APID0007,/0399:6
PWRW3FOCLIMA,U12,APID0006,/0062:4-15
PWRW3FOCLIMB,U12,APID0006,/0134:4-15
PWRW4FAOCA,D1,APID0007,/0213:3
PWRW4FAOCB,D1,APID0007,/0410:3
PWRW4FAOCSTA,D1,APID0007,/0210:7
PWRW4FAOCSTB,D1,APID0007,/0407:7
PWRW4FDOCA,D1,APID0007,/0212:1
PWRW4FDOCB,D1,APID0007,/0409:1
PWRW4FDOCSTA,D1,APID0007,/0209:5
PWRW4FDOCSTB,D1,APID0007,/0406:5
PWRW4FIA,U12,APID0002,/0255:4-15
PWRW4FIA,U12,APID0007,/0164:4-15
PWRW4FIA,U12,APID0089,/0191:4-15
PWRW4FIB,U12,APID0007,/0361:4-15
PWRW4FINHA,D1,APID0007,/0208:3
PWRW4FINHB,D1,APID0007,/0405:3
PWRW4FOCLIMA,U12,APID0006,/0082:4-15
PWRW4FOCLIMB,U12,APID0006,/0154:4-15
PWST1AOCA,D1,APID0007,/0197:2
PWST1AOCA,D1,APID0012,/0131:4
PWST1AOCB,D1,APID0007,/0394:2
PWST1AOCB,D1,APID0012,/0131:5
PWST1AOCSTA,D1,APID0007,/0195:0
PWST1AOCSTA,D1,APID0012,/0131:6
PWST1AOCSTB,D1,APID0007,/0392:0
PWST1AOCSTB,D1,APID0012,/0131:7
PWST1DOCA,D1,APID0007,/0196:1
PWST1DOCA,D1,APID0012,/0141:0
PWST1DOCB,D1,APID0007,/0393:1
PWST1DOCB,D1,APID0012,/0141:1
PWST1DOCSTA,D1,APID0007,/0193:7
PWST1DOCSTA,D1,APID0012,/0141:2
PWST1DOCSTB,D1,APID0007,/0390:7
PWST1DOCSTB,D1,APID0012,/0141:3
PWST1IA,U12,APID0007,/0022:4-15
PWST1IA,U12,APID0012,/0142:4-15
PWST1IB,U12,APID0007,/0219:4-15
PWST1IB,U12,APID0012,/0144:4-15
PWST1INHA,D1,APID0007,/0192:6
PWST1INHA,D1,APID0012,/0141:4
PWST1INHB,D1,APID0007,/0389:6
PWST1INHB,D1,APID0012,/0141:5
PWST1OCLIMA,U12,APID0006,/0018:4-15
PWST1OCLIMA,U12,APID0012,/0099:4-15
PWST1OCLIMB,U12,APID0006,/0090:4-15
PWST1OCLIMB,U12,APID0012,/0107:4-15
PWST1VA,U12,APID0007,/0036:4-15
PWST1VA,U12,APID0012,/0146:4-15
PWST1VB,U12,APID0007,/0233:4-15
PWST1VB,U12,APID0012,/0148:4-15
PWST2AOCA,D1,APID0007,/0202:2
PWST2AOCA,D1,APID0012,/0150:0
PWST2AOCB,D1,APID0007,/0399:2
PWST2AOCB,D1,APID0012,/0150:1
PWST2AOCSTA,D1,APID0007,/0200:2
PWST2AOCSTA,D1,APID0012,/0150:2
PWST2AOCSTB,D1,APID0007,/0397:2
PWST2AOCSTB,D1,APID0012,/0150:3
PWST2DOCA,D1,APID0007,/0201:2
PWST2DOCA,D1,APID0012,/0150:4
PWST2DOCB,D1,APID0007,/0398:2
PWST2DOCB,D1,APID0012,/0150:5
PWST2DOCSTA,D1,APID0007,/0199:2
PWST2DOCSTA,D1,APID0012,/0150:6
PWST2DOCSTB,D1,APID0007,/0396:2
PWST2DOCSTB,D1,APID0012,/0150:7
PWST2IA,U12,APID0007,/0068:4-15
PWST2IA,U12,APID0012,/0151:4-15
PWST2IB,U12,APID0007,/0265:4-15
PWST2IB,U12,APID0012,/0153:4-15
PWST2INHA,D1,APID0007,/0198:2
PWST2INHA,D1,APID0012,/0141:6
PWST2INHB,D1,APID0007,/0395:2
PWST2INHB,D1,APID0012,/0141:7
PWST2OCLIMA,U12,APID0006,/0036:4-15
PWST2OCLIMA,U12,APID0012,/0101:4-15
PWST2OCLIMB,U12,APID0006,/0108:4-15
PWST2OCLIMB,U12,APID0012,/0109:4-15
PWST2VA,U12,APID0007,/0080:4-15
PWST2VA,U12,APID0012,/0155:4-15
PWST2VB,U12,APID0007,/0277:4-15
PWST2VB,U12,APID0012,/0157:4-15
PWAT1AOC,D1,APID0007,/0527:5
PWAT1AOCST,D1,APID0007,/0526:1
PWAT1DOC,D1,APID0007,/0526:7
PWAT1DOCST,D1,APID0007,/0525:3
PWAT1I,U12,APID0007,/0448:4-15
PWAT1INH,D1,APID0007,/0524:5
PWAT1OCLIM,U12,APID0006,/0178:4-15
PWAT1V,U12,APID0007,/0458:4-15
PWAT2AOC,D1,APID0007,/0650:5
PWAT2AOCST,D1,APID0007,/0649:1
PWAT2DOC,D1,APID0007,/0649:7
PWAT2DOCST,D1,APID0007,/0648:3
PWAT2I,U12,APID0007,/0571:4-15
PWAT2INH,D1,APID0007,/0647:5
PWAT2OCLIM,U12,APID0006,/0226:4-15
PWAT2V,U12,APID0007,/0581:4-15
PWATSHA1AOC,D1,APID0007,/0524:2
PWATSHA1AOCST,D1,APID0007,/0522:4
PWATSHA1DOC,D1,APID0007,/0523:3
PWATSHA1DOCST,D1,APID0007,/0521:5
PWATSHA1I,U12,APID0007,/0412:4-15
PWATSHA1INH,D1,APID0007,/0520:6
PWATSHA1OCLIM,U12,APID0006,/0158:4-15
PWATSHB1AOC,D1,APID0007,/0647:2
PWATSHB1AOCST,D1,APID0007,/0645:4
PWATSHB1DOC,D1,APID0007,/0646:3
PWATSHB1DOCST,D1,APID0007,/0644:5
PWATSHB1I,U12,APID0007,/0535:4-15
PWATSHB1INH,D1,APID0007,/0643:6
PWATSHB1OCLIM,U12,APID0006,/0206:4-15
PWPRCATHTR1AOC,D1,APID0007,/0197:1
PWPRCATHTR1AOCST,D1,APID0007,/0194:7
PWPRCATHTR1DOC,D1,APID0007,/0196:0
PWPRCATHTR1DOCST,D1,APID0007,/0193:6
PWPRCATHTR1I,U12,APID0007,/0024:4-15
PWPRCATHTR1INH,D1,APID0007,/0192:5
PWPRCATHTR1OCLIM,U12,APID0006,/0020:4-15
PWPRCATHTR1V,U12,APID0007,/0038:4-15
PWPRCATHTR2AOC,D1,APID0007,/0394:1
PWPRCATHTR2AOCST,D1,APID0007,/0391:7
PWPRCATHTR2DOC,D1,APID0007,/0393:0
PWPRCATHTR2DOCST,D1,APID0007,/0390:6
PWPRCATHTR2I,U12,APID0007,/0221:4-15
PWPRCATHTR2INH,D1,APID0007,/0389:5
PWPRCATHTR2OCLIM,U12,APID0006,/0092:4-15
PWPRCATHTR2V,U12,APID0007,/0235:4-15
PWCDP1FAOC,D1,APID0007,/0523:4
PWCDP1FAOCST,D1,APID0007,/0521:6
PWCDP1FDOC,D1,APID0007,/0522:5
PWCDP1FDOCST,D1,APID0007,/0520:7
PWCDP1FI,U12,APID0007,/0424:4-15
PWCDP1FINH,D1,APID0007,/0520:0
PWCDP1ITIBAOC,D1,APID0007,/0207:7
PWCDP1ITIBAOCST,D1,APID0007,/0205:5
PWCDP1ITIBDOC,D1,APID0007,/0206:6
PWCDP1ITIBDOCST,D1,APID0007,/0204:4
PWCDP1ITIBI,U12,APID0007,/0108:4-15
PWCDP1ITIBINH,D1,APID0007,/0203:3
PWCDP1ITIBOCLIM,U12,APID0006,/0052:4-15
PWCDP1FOCLIM,U12,APID0006,/0170:4-15
PWCDP2FAOC,D1,APID0007,/0646:4
PWCDP2FAOCST,D1,APID0007,/0644:6
PWCDP2FDOC,D1,APID0007,/0645:5
PWCDP2FDOCST,D1,APID0007,/0643:7
PWCDP2FI,U12,APID0007,/0547:4-15
PWCDP2FINH,D1,APID0007,/0643:0
PWCDP2ITIBAOC,D1,APID0007,/0404:7
PWCDP2ITIBAOCST,D1,APID0007,/0402:5
PWCDP2ITIBDOC,D1,APID0007,/0403:6
PWCDP2ITIBDOCST,D1,APID0007,/0401:4
PWCDP2ITIBI,U12,APID0007,/0305:4-15
PWCDP2ITIBINH,D1,APID0007,/0400:3
PWCDP2ITIBOCLIM,U12,APID0006,/0124:4-15
PWCDP2FOCLIM,U12,APID0006,/0218:4-15
PWCE1AOC,D1,APID0007,/0530:6
PWCE1AOCST,D1,APID0007,/0529:4
PWCE1DOC,D1,APID0007,/0530:1
PWCE1DOCST,D1,APID0007,/0528:7
PWCE1I,U12,APID0007,/0474:4-15
PWCE1INH,D1,APID0007,/0528:2
PWCE1OCLIM,U12,APID0006,/0190:4-15
PWCE1V,U12,APID0007,/0482:4-15
PWCE2AOC,D1,APID0007,/0653:6
PWCE2AOCST,D1,APID0007,/0652:4
PWCE2DOC,D1,APID0007,/0653:1
PWCE2DOCST,D1,APID0007,/0651:7
PWCE2I,U12,APID0007,/0597:4-15
PWCE2INH,D1,APID0007,/0651:2
PWCE2OCLIM,U12,APID0006,/0238:4-15
PWCE2V,U12,APID0007,/0605:4-15
PWCESHA1AOC,D1,APID0007,/0534:7
PWCESHA1AOCST,D1,APID0007,/0533:3
PWCESHA1DOC,D1,APID0007,/0534:1
PWCESHA1DOCST,D1,APID0007,/0532:5
PWCESHA1I,U12,APID0007,/0492:4-15
PWCESHA1INH,D1,APID0007,/0531:7
PWCESHA1OCLIM,U12,APID0006,/0194:4-15
PWCESHB1AOC,D1,APID0007,/0657:7
PWCESHB1AOCST,D1,APID0007,/0656:3
PWCESHB1DOC,D1,APID0007,/0657:1
PWCESHB1DOCST,D1,APID0007,/0655:5
PWCESHB1I,U12,APID0007,/0615:4-15
PWCESHB1INH,D1,APID0007,/0654:7
PWCESHB1OCLIM,U12,APID0006,/0242:4-15
PWCPP1AOC,D1,APID0007,/0202:3
PWCPP1AOCST,D1,APID0007,/0200:3
PWCPP1DOC,D1,APID0007,/0201:3
PWCPP1DOCST,D1,APID0007,/0199:3
PWCPP1I,U12,APID0002,/0257:4-15
PWCPP1I,U12,APID0007,/0066:4-15
PWCPP1I,U12,APID0089,/0193:4-15
PWCPP1INH,D1,APID0007,/0198:3
PWCPP1OCLIM,U12,APID0006,/0034:4-15
PWCPP2AOC,D1,APID0007,/0399:3
PWCPP2AOCST,D1,APID0007,/0397:3
PWCPP2DOC,D1,APID0007,/0398:3
PWCPP2DOCST,D1,APID0007,/0396:3
PWCPP2I,U12,APID0002,/0259:4-15
PWCPP2I,U12,APID0007,/0263:4-15
PWCPP2I,U12,APID0089,/0195:4-15
PWCPP2INH,D1,APID0007,/0395:3
PWCPP2OCLIM,U12,APID0006,/0106:4-15
